Random iter;Vector Size;ResultDOT fp64;ResultDOT fp32;ResultDOT Acc<fp64, fp64>;ResultDOT Acc<fp64, fp32>;ResultDOT Acc<fp32, fp32>;ResultCUBLAS DOT fp64;ResultCUBLAS DOT fp32
4;7000000;1.7496911320813664e+06;1.7496927500000000e+06;1.7496911320813675e+06;1.7496911320940270e+06;1.7496931250000000e+06;1.7496911320813675e+06;1.7496911250000000e+06
5;7000000;1.7505092515238901e+06;1.7505072500000000e+06;1.7505092515238882e+06;1.7505092515139265e+06;1.7505076250000000e+06;1.7505092515238929e+06;1.7505092500000000e+06
6;7000000;1.7504991181437483e+06;1.7504963750000000e+06;1.7504991181437492e+06;1.7504991181262382e+06;1.7504961250000000e+06;1.7504991181437448e+06;1.7504991250000000e+06
7;7000000;1.7501185340113002e+06;1.7501192500000000e+06;1.7501185340113014e+06;1.7501185339914290e+06;1.7501196250000000e+06;1.7501185340112997e+06;1.7501185000000000e+06
8;7000000;1.7493351984879614e+06;1.7493362500000000e+06;1.7493351984879614e+06;1.7493351984983517e+06;1.7493365000000000e+06;1.7493351984879603e+06;1.7493351250000000e+06
9;7000000;1.7503097269829449e+06;1.7503107500000000e+06;1.7503097269829439e+06;1.7503097269998705e+06;1.7503107500000000e+06;1.7503097269829444e+06;1.7503096250000000e+06
0;9000000;2.2501615410521105e+06;2.2501612500000000e+06;2.2501615410521044e+06;2.2501615410344247e+06;2.2501612500000000e+06;2.2501615410521049e+06;2.2501615000000000e+06
1;9000000;2.2498920148170800e+06;2.2498907500000000e+06;2.2498920148170772e+06;2.2498920148189007e+06;2.2498915000000000e+06;2.2498920148170814e+06;2.2498920000000000e+06
2;9000000;2.2502008830975262e+06;2.2501992500000000e+06;2.2502008830975238e+06;2.2502008830615003e+06;2.2501990000000000e+06;2.2502008830975257e+06;2.2502010000000000e+06
3;9000000;2.2491172391870944e+06;2.2491177500000000e+06;2.2491172391870916e+06;2.2491172391726444e+06;2.2491182500000000e+06;2.2491172391870944e+06;2.2491175000000000e+06
4;9000000;2.2496255121795656e+06;2.2496267500000000e+06;2.2496255121795693e+06;2.2496255121689406e+06;2.2496267500000000e+06;2.2496255121795656e+06;2.2496255000000000e+06
5;9000000;2.2504270447365614e+06;2.2504270000000000e+06;2.2504270447365595e+06;2.2504270447497098e+06;2.2504267500000000e+06;2.2504270447365623e+06;2.2504270000000000e+06
6;9000000;2.2507362632005285e+06;2.2507357500000000e+06;2.2507362632005280e+06;2.2507362631761157e+06;2.2507362500000000e+06;2.2507362632005247e+06;2.2507362500000000e+06
7;9000000;2.2505447583674281e+06;2.2505452500000000e+06;2.2505447583674295e+06;2.2505447583465925e+06;2.2505452500000000e+06;2.2505447583674304e+06;2.2505447500000000e+06
8;9000000;2.2491929365701973e+06;2.2491967500000000e+06;2.2491929365702001e+06;2.2491929365660367e+06;2.2491970000000000e+06;2.2491929365701992e+06;2.2491930000000000e+06
9;9000000;2.2500073787813196e+06;2.2500090000000000e+06;2.2500073787813173e+06;2.2500073788044034e+06;2.2500090000000000e+06;2.2500073787813149e+06;2.2500075000000000e+06
0;11000000;2.7501843994548353e+06;2.7501807500000000e+06;2.7501843994548395e+06;2.7501843994480022e+06;2.7501817500000000e+06;2.7501843994548311e+06;2.7501845000000000e+06
1;11000000;2.7502124570969450e+06;2.7502110000000000e+06;2.7502124570969441e+06;2.7502124570763595e+06;2.7502107500000000e+06;2.7502124570969441e+06;2.7502125000000000e+06
2;11000000;2.7501610487021678e+06;2.7501565000000000e+06;2.7501610487021706e+06;2.7501610486673922e+06;2.7501565000000000e+06;2.7501610487021767e+06;2.7501610000000000e+06
3;11000000;2.7491471907925722e+06;2.7491520000000000e+06;2.7491471907925708e+06;2.7491471907628300e+06;2.7491522500000000e+06;2.7491471907925699e+06;2.7491472500000000e+06
4;11000000;2.7497860757483025e+06;2.7497862500000000e+06;2.7497860757483044e+06;2.7497860757270041e+06;2.7497862500000000e+06;2.7497860757483048e+06;2.7497860000000000e+06
5;11000000;2.7498431009691637e+06;2.7498417500000000e+06;2.7498431009691614e+06;2.7498431009884067e+06;2.7498417500000000e+06;2.7498431009691553e+06;2.7498430000000000e+06
6;11000000;2.7508344717763448e+06;2.7508352500000000e+06;2.7508344717763476e+06;2.7508344717501095e+06;2.7508352500000000e+06;2.7508344717763411e+06;2.7508345000000000e+06
7;11000000;2.7503225327904420e+06;2.7503252500000000e+06;2.7503225327904453e+06;2.7503225327749872e+06;2.7503247500000000e+06;2.7503225327904411e+06;2.7503225000000000e+06
8;11000000;2.7494885010236064e+06;2.7494870000000000e+06;2.7494885010236041e+06;2.7494885010175146e+06;2.7494872500000000e+06;2.7494885010236073e+06;2.7494885000000000e+06
9;11000000;2.7501800103130164e+06;2.7501757500000000e+06;2.7501800103130206e+06;2.7501800103271245e+06;2.7501755000000000e+06;2.7501800103130145e+06;2.7501800000000000e+06
0;13000000;3.2496397122540157e+06;3.2496387500000000e+06;3.2496397122540157e+06;3.2496397122397772e+06;3.2496387500000000e+06;3.2496397122540167e+06;3.2496397500000000e+06
1;13000000;3.2502091641765009e+06;3.2502080000000000e+06;3.2502091641765046e+06;3.2502091641682121e+06;3.2502085000000000e+06;3.2502091641764995e+06;3.2502090000000000e+06
2;13000000;3.2501287759099510e+06;3.2501237500000000e+06;3.2501287759099477e+06;3.2501287758725318e+06;3.2501245000000000e+06;3.2501287759099542e+06;3.2501287500000000e+06
3;13000000;3.2495574814561806e+06;3.2495597500000000e+06;3.2495574814561843e+06;3.2495574814442177e+06;3.2495595000000000e+06;3.2495574814561815e+06;3.2495575000000000e+06
4;13000000;3.2494902957697269e+06;3.2494885000000000e+06;3.2494902957697273e+06;3.2494902957473574e+06;3.2494887500000000e+06;3.2494902957697315e+06;3.2494902500000000e+06
5;13000000;3.2499507217916939e+06;3.2499530000000000e+06;3.2499507217916930e+06;3.2499507217866802e+06;3.2499535000000000e+06;3.2499507217916907e+06;3.2499510000000000e+06
6;13000000;3.2505272304295306e+06;3.2505332500000000e+06;3.2505272304295264e+06;3.2505272304307232e+06;3.2505332500000000e+06;3.2505272304295273e+06;3.2505275000000000e+06
7;13000000;3.2506408361150101e+06;3.2506392500000000e+06;3.2506408361150045e+06;3.2506408360914639e+06;3.2506400000000000e+06;3.2506408361150008e+06;3.2506410000000000e+06
8;13000000;3.2500818878529295e+06;3.2500812500000000e+06;3.2500818878529314e+06;3.2500818878526338e+06;3.2500817500000000e+06;3.2500818878529333e+06;3.2500820000000000e+06
9;13000000;3.2502093194560828e+06;3.2502057500000000e+06;3.2502093194560842e+06;3.2502093194540087e+06;3.2502057500000000e+06;3.2502093194560772e+06;3.2502095000000000e+06
0;15000000;3.7495922596756569e+06;3.7495907500000000e+06;3.7495922596756550e+06;3.7495922596760611e+06;3.7495907500000000e+06;3.7495922596756578e+06;3.7495925000000000e+06
1;15000000;3.7501820802565305e+06;3.7501830000000000e+06;3.7501820802565292e+06;3.7501820802397565e+06;3.7501822500000000e+06;3.7501820802565231e+06;3.7501822500000000e+06
2;15000000;3.7502504462586842e+06;3.7502515000000000e+06;3.7502504462586832e+06;3.7502504461988923e+06;3.7502517500000000e+06;3.7502504462586935e+06;3.7502505000000000e+06
3;15000000;3.7494469799124449e+06;3.7494502500000000e+06;3.7494469799124436e+06;3.7494469799028593e+06;3.7494502500000000e+06;3.7494469799124473e+06;3.7494470000000000e+06
4;15000000;3.7495748934505074e+06;3.7495705000000000e+06;3.7495748934505070e+06;3.7495748934161700e+06;3.7495705000000000e+06;3.7495748934505060e+06;3.7495752500000000e+06
5;15000000;3.7500240439898935e+06;3.7500252500000000e+06;3.7500240439898930e+06;3.7500240439741029e+06;3.7500247500000000e+06;3.7500240439898893e+06;3.7500240000000000e+06
6;15000000;3.7501209474409297e+06;3.7501237500000000e+06;3.7501209474409339e+06;3.7501209474412021e+06;3.7501232500000000e+06;3.7501209474409358e+06;3.7501210000000000e+06
7;15000000;3.7506751278333510e+06;3.7506707500000000e+06;3.7506751278333548e+06;3.7506751278153281e+06;3.7506710000000000e+06;3.7506751278333678e+06;3.7506752500000000e+06
8;15000000;3.7497495556911398e+06;3.7497525000000000e+06;3.7497495556911421e+06;3.7497495556924236e+06;3.7497525000000000e+06;3.7497495556911379e+06;3.7497495000000000e+06
9;15000000;3.7504859577847696e+06;3.7504850000000000e+06;3.7504859577847654e+06;3.7504859577836366e+06;3.7504840000000000e+06;3.7504859577847607e+06;3.7504860000000000e+06
0;17000000;4.2502269957316117e+06;4.2502245000000000e+06;4.2502269957316061e+06;4.2502269957304318e+06;4.2502235000000000e+06;4.2502269957316099e+06;4.2502270000000000e+06
1;17000000;4.2495015376213770e+06;4.2495000000000000e+06;4.2495015376213808e+06;4.2495015376029275e+06;4.2494995000000000e+06;4.2495015376213770e+06;4.2495015000000000e+06
2;17000000;4.2504389910388719e+06;4.2504450000000000e+06;4.2504389910388691e+06;4.2504389909895463e+06;4.2504450000000000e+06;4.2504389910388682e+06;4.2504390000000000e+06
3;17000000;4.2495785458721351e+06;4.2495810000000000e+06;4.2495785458721323e+06;4.2495785458453810e+06;4.2495810000000000e+06;4.2495785458721370e+06;4.2495790000000000e+06
4;17000000;4.2499085573099284e+06;4.2499050000000000e+06;4.2499085573099274e+06;4.2499085572882975e+06;4.2499050000000000e+06;4.2499085573099460e+06;4.2499085000000000e+06
5;17000000;4.2498463035807358e+06;4.2498485000000000e+06;4.2498463035807358e+06;4.2498463035682766e+06;4.2498485000000000e+06;4.2498463035807405e+06;4.2498460000000000e+06
6;17000000;4.2501770240256358e+06;4.2501805000000000e+06;4.2501770240256311e+06;4.2501770239947354e+06;4.2501815000000000e+06;4.2501770240256377e+06;4.2501770000000000e+06
7;17000000;4.2502265947092166e+06;4.2502290000000000e+06;4.2502265947092138e+06;4.2502265947042741e+06;4.2502290000000000e+06;4.2502265947092297e+06;4.2502265000000000e+06
8;17000000;4.2501093394727279e+06;4.2501085000000000e+06;4.2501093394727316e+06;4.2501093394618845e+06;4.2501090000000000e+06;4.2501093394727288e+06;4.2501090000000000e+06
9;17000000;4.2510534414405078e+06;4.2510485000000000e+06;4.2510534414404994e+06;4.2510534414435532e+06;4.2510490000000000e+06;4.2510534414404985e+06;4.2510535000000000e+06
0;19000000;4.7505606206682213e+06;4.7505595000000000e+06;4.7505606206682129e+06;4.7505606206554910e+06;4.7505605000000000e+06;4.7505606206682101e+06;4.7505610000000000e+06
1;19000000;4.7495907463244610e+06;4.7495840000000000e+06;4.7495907463244554e+06;4.7495907463271525e+06;4.7495870000000000e+06;4.7495907463244572e+06;4.7495905000000000e+06
2;19000000;4.7503219332150221e+06;4.7503255000000000e+06;4.7503219332150249e+06;4.7503219331618389e+06;4.7503255000000000e+06;4.7503219332150184e+06;4.7503220000000000e+06
3;19000000;4.7495994363105288e+06;4.7496000000000000e+06;4.7495994363105427e+06;4.7495994362814715e+06;4.7495995000000000e+06;4.7495994363105483e+06;4.7495990000000000e+06
4;19000000;4.7496834454262061e+06;4.7496860000000000e+06;4.7496834454261949e+06;4.7496834453968862e+06;4.7496875000000000e+06;4.7496834454262052e+06;4.7496830000000000e+06
5;19000000;4.7499285519027412e+06;4.7499325000000000e+06;4.7499285519027356e+06;4.7499285518826107e+06;4.7499330000000000e+06;4.7499285519027412e+06;4.7499285000000000e+06
6;19000000;4.7502948022931786e+06;4.7503000000000000e+06;4.7502948022931777e+06;4.7502948022605004e+06;4.7503015000000000e+06;4.7502948022931796e+06;4.7502950000000000e+06
7;19000000;4.7498797619657023e+06;4.7498815000000000e+06;4.7498797619657079e+06;4.7498797619599281e+06;4.7498825000000000e+06;4.7498797619657069e+06;4.7498800000000000e+06
8;19000000;4.7500740177986315e+06;4.7500755000000000e+06;4.7500740177986212e+06;4.7500740177990980e+06;4.7500755000000000e+06;4.7500740177986249e+06;4.7500740000000000e+06
9;19000000;4.7505315614333395e+06;4.7505255000000000e+06;4.7505315614333386e+06;4.7505315614305334e+06;4.7505265000000000e+06;4.7505315614333320e+06;4.7505320000000000e+06
0;21000000;5.2505541906921584e+06;5.2505570000000000e+06;5.2505541906921603e+06;5.2505541906790966e+06;5.2505575000000000e+06;5.2505541906921668e+06;5.2505545000000000e+06
1;21000000;5.2502873403074257e+06;5.2502900000000000e+06;5.2502873403074108e+06;5.2502873402995067e+06;5.2502900000000000e+06;5.2502873403074257e+06;5.2502875000000000e+06
2;21000000;5.2496095622571809e+06;5.2496135000000000e+06;5.2496095622571725e+06;5.2496095621986063e+06;5.2496140000000000e+06;5.2496095622571651e+06;5.2496100000000000e+06
3;21000000;5.2497429283299502e+06;5.2497415000000000e+06;5.2497429283299427e+06;5.2497429282942479e+06;5.2497430000000000e+06;5.2497429283299604e+06;5.2497430000000000e+06
4;21000000;5.2498960630347403e+06;5.2499095000000000e+06;5.2498960630347468e+06;5.2498960629886799e+06;5.2499090000000000e+06;5.2498960630347338e+06;5.2498965000000000e+06
5;21000000;5.2502479182415297e+06;5.2502460000000000e+06;5.2502479182415344e+06;5.2502479182263110e+06;5.2502465000000000e+06;5.2502479182415316e+06;5.2502480000000000e+06
6;21000000;5.2502817007445786e+06;5.2502820000000000e+06;5.2502817007445861e+06;5.2502817007086808e+06;5.2502820000000000e+06;5.2502817007445749e+06;5.2502815000000000e+06
7;21000000;5.2499660605441527e+06;5.2499675000000000e+06;5.2499660605441527e+06;5.2499660605095513e+06;5.2499690000000000e+06;5.2499660605441462e+06;5.2499660000000000e+06
8;21000000;5.2498101914564967e+06;5.2498050000000000e+06;5.2498101914564921e+06;5.2498101914628819e+06;5.2498050000000000e+06;5.2498101914564865e+06;5.2498100000000000e+06
9;21000000;5.2509099373972183e+06;5.2509120000000000e+06;5.2509099373972183e+06;5.2509099373797234e+06;5.2509105000000000e+06;5.2509099373972183e+06;5.2509100000000000e+06
0;23000000;5.7506011178981699e+06;5.7505975000000000e+06;5.7506011178981680e+06;5.7506011178864092e+06;5.7505980000000000e+06;5.7506011178981652e+06;5.7506010000000000e+06
1;23000000;5.7504124803330125e+06;5.7504065000000000e+06;5.7504124803330144e+06;5.7504124803090021e+06;5.7504075000000000e+06;5.7504124803330051e+06;5.7504120000000000e+06
2;23000000;5.7497719936989248e+06;5.7497695000000000e+06;5.7497719936989173e+06;5.7497719936509030e+06;5.7497685000000000e+06;5.7497719936989313e+06;5.7497720000000000e+06
3;23000000;5.7495199062709901e+06;5.7495165000000000e+06;5.7495199062709687e+06;5.7495199062355934e+06;5.7495160000000000e+06;5.7495199062709743e+06;5.7495205000000000e+06
4;23000000;5.7497999238702143e+06;5.7498050000000000e+06;5.7497999238702208e+06;5.7497999238391155e+06;5.7498060000000000e+06;5.7497999238702301e+06;5.7498000000000000e+06
5;23000000;5.7499251481781844e+06;5.7499315000000000e+06;5.7499251481781797e+06;5.7499251481535677e+06;5.7499310000000000e+06;5.7499251481781816e+06;5.7499255000000000e+06
6;23000000;5.7501187166133458e+06;5.7501240000000000e+06;5.7501187166133486e+06;5.7501187165760947e+06;5.7501230000000000e+06;5.7501187166133495e+06;5.7501185000000000e+06
7;23000000;5.7500310399969174e+06;5.7500360000000000e+06;5.7500310399969062e+06;5.7500310399662759e+06;5.7500350000000000e+06;5.7500310399969146e+06;5.7500305000000000e+06
8;23000000;5.7494354131198395e+06;5.7494340000000000e+06;5.7494354131198479e+06;5.7494354131187387e+06;5.7494330000000000e+06;5.7494354131198479e+06;5.7494355000000000e+06
9;23000000;5.7509627092733914e+06;5.7509655000000000e+06;5.7509627092733895e+06;5.7509627092910400e+06;5.7509645000000000e+06;5.7509627092733840e+06;5.7509625000000000e+06
0;25000000;6.2506228699035076e+06;6.2506335000000000e+06;6.2506228699035067e+06;6.2506228698851969e+06;6.2506335000000000e+06;6.2506228699035095e+06;6.2506225000000000e+06
1;25000000;6.2507924301444804e+06;6.2507925000000000e+06;6.2507924301444739e+06;6.2507924301202213e+06;6.2507935000000000e+06;6.2507924301445009e+06;6.2507925000000000e+06
2;25000000;6.2503824520725515e+06;6.2503865000000000e+06;6.2503824520725459e+06;6.2503824520250764e+06;6.2503850000000000e+06;6.2503824520725328e+06;6.2503825000000000e+06
3;25000000;6.2488839083807729e+06;6.2488840000000000e+06;6.2488839083807738e+06;6.2488839083416304e+06;6.2488830000000000e+06;6.2488839083807748e+06;6.2488840000000000e+06
4;25000000;6.2500167316369461e+06;6.2500230000000000e+06;6.2500167316369461e+06;6.2500167315941136e+06;6.2500235000000000e+06;6.2500167316369573e+06;6.2500165000000000e+06
5;25000000;6.2499996959709348e+06;6.2499910000000000e+06;6.2499996959709376e+06;6.2499996959301392e+06;6.2499915000000000e+06;6.2499996959709311e+06;6.2499995000000000e+06
6;25000000;6.2504305726930760e+06;6.2504360000000000e+06;6.2504305726930769e+06;6.2504305726637365e+06;6.2504360000000000e+06;6.2504305726930602e+06;6.2504310000000000e+06
7;25000000;6.2500099710714361e+06;6.2500180000000000e+06;6.2500099710714221e+06;6.2500099710401632e+06;6.2500190000000000e+06;6.2500099710714240e+06;6.2500100000000000e+06
8;25000000;6.2494166342661651e+06;6.2494155000000000e+06;6.2494166342661651e+06;6.2494166342593608e+06;6.2494150000000000e+06;6.2494166342661642e+06;6.2494165000000000e+06
9;25000000;6.2506831697870344e+06;6.2506850000000000e+06;6.2506831697870474e+06;6.2506831698048348e+06;6.2506850000000000e+06;6.2506831697870390e+06;6.2506830000000000e+06
0;27000000;6.7503548256452102e+06;6.7503640000000000e+06;6.7503548256452093e+06;6.7503548256192366e+06;6.7503640000000000e+06;6.7503548256452251e+06;6.7503545000000000e+06
1;27000000;6.7503759277120065e+06;6.7503805000000000e+06;6.7503759277120074e+06;6.7503759276965922e+06;6.7503800000000000e+06;6.7503759277120326e+06;6.7503760000000000e+06
2;27000000;6.7504521326448871e+06;6.7504535000000000e+06;6.7504521326448917e+06;6.7504521325821802e+06;6.7504535000000000e+06;6.7504521326448806e+06;6.7504520000000000e+06
3;27000000;6.7490364993767645e+06;6.7490360000000000e+06;6.7490364993767682e+06;6.7490364993414711e+06;6.7490345000000000e+06;6.7490364993767757e+06;6.7490365000000000e+06
4;27000000;6.7496615677801417e+06;6.7496730000000000e+06;6.7496615677801399e+06;6.7496615677333437e+06;6.7496740000000000e+06;6.7496615677801371e+06;6.7496620000000000e+06
5;27000000;6.7501269868336311e+06;6.7501200000000000e+06;6.7501269868336301e+06;6.7501269868079741e+06;6.7501200000000000e+06;6.7501269868336245e+06;6.7501270000000000e+06
6;27000000;6.7502219215709837e+06;6.7502260000000000e+06;6.7502219215709707e+06;6.7502219215258472e+06;6.7502225000000000e+06;6.7502219215709716e+06;6.7502220000000000e+06
7;27000000;6.7500464538181694e+06;6.7500550000000000e+06;6.7500464538181843e+06;6.7500464537723046e+06;6.7500555000000000e+06;6.7500464538181610e+06;6.7500460000000000e+06
8;27000000;6.7493664119576067e+06;6.7493655000000000e+06;6.7493664119576095e+06;6.7493664119478567e+06;6.7493645000000000e+06;6.7493664119575992e+06;6.7493660000000000e+06
9;27000000;6.7504322912498107e+06;6.7504320000000000e+06;6.7504322912498154e+06;6.7504322912488161e+06;6.7504335000000000e+06;6.7504322912498228e+06;6.7504320000000000e+06
0;29000000;7.2501900135848531e+06;7.2501835000000000e+06;7.2501900135848653e+06;7.2501900135392593e+06;7.2501850000000000e+06;7.2501900135848550e+06;7.2501900000000000e+06
1;29000000;7.2505464024070920e+06;7.2505545000000000e+06;7.2505464024070781e+06;7.2505464023772655e+06;7.2505540000000000e+06;7.2505464024070874e+06;7.2505470000000000e+06
2;29000000;7.2507835033538342e+06;7.2507725000000000e+06;7.2507835033538444e+06;7.2507835032917634e+06;7.2507735000000000e+06;7.2507835033538220e+06;7.2507840000000000e+06
3;29000000;7.2498384540427765e+06;7.2498400000000000e+06;7.2498384540427802e+06;7.2498384540185556e+06;7.2498400000000000e+06;7.2498384540427746e+06;7.2498390000000000e+06
4;29000000;7.2492809382388406e+06;7.2492770000000000e+06;7.2492809382388322e+06;7.2492809381883703e+06;7.2492785000000000e+06;7.2492809382388489e+06;7.2492810000000000e+06
5;29000000;7.2501430591627061e+06;7.2501380000000000e+06;7.2501430591627154e+06;7.2501430591275329e+06;7.2501390000000000e+06;7.2501430591627080e+06;7.2501440000000000e+06
6;29000000;7.2502081972113624e+06;7.2502060000000000e+06;7.2502081972113652e+06;7.2502081971489312e+06;7.2502055000000000e+06;7.2502081972113717e+06;7.2502085000000000e+06
7;29000000;7.2502316641981844e+06;7.2502390000000000e+06;7.2502316641981807e+06;7.2502316641750326e+06;7.2502395000000000e+06;7.2502316641981797e+06;7.2502320000000000e+06
8;29000000;7.2494152009635298e+06;7.2494120000000000e+06;7.2494152009635363e+06;7.2494152009441843e+06;7.2494110000000000e+06;7.2494152009635307e+06;7.2494150000000000e+06
9;29000000;7.2502699384288359e+06;7.2502610000000000e+06;7.2502699384288453e+06;7.2502699384201160e+06;7.2502595000000000e+06;7.2502699384288425e+06;7.2502700000000000e+06
0;31000000;7.7498944322114969e+06;7.7499010000000000e+06;7.7498944322115025e+06;7.7498944321577009e+06;7.7499010000000000e+06;7.7498944322114941e+06;7.7498945000000000e+06
